path	width	height	sha256	introducedCommit	introducedAt	commitAuthor	originStatus	generatorAccount	promptOrSource	commercialTermsEvidence	humanApproval
app/src/main/res/drawable-nodpi/art_astronaut_landscape.png	1733	908	32977544d1ac163c08251e07d169fdff899abfeb4794b34438673c1f63acca3b	9e5c99560db91e5935109567b285fe9e2de3883b	2026-07-22T17:21:55+02:00	ClGratton	unverified-project-generated	MISSING	MISSING	MISSING	MISSING
app/src/main/res/drawable-nodpi/art_lighthouse_full.png	1734	907	90e28d17382cea98fd94b6a71a6bb33bda6619c3b2acc56a340880a810a54423	9e5c99560db91e5935109567b285fe9e2de3883b	2026-07-22T17:21:55+02:00	ClGratton	unverified-project-generated	MISSING	MISSING	MISSING	MISSING
app/src/main/res/drawable-nodpi/onboarding_device.png	1448	1086	c740ac1547154fe7e9cbcc22ae8754429f91945209f7d2c226ce520ce4f47ef7	287c447f2a6acb1c48e3c5b67d9bc5ced12ec6e5	2026-08-12T17:23:49+02:00	ClGratton	unverified-project-generated	MISSING	MISSING	MISSING	MISSING
app/src/main/res/drawable-nodpi/onboarding_library.png	1448	1086	d565d5df6526f9ec97098588dec0bc41c4cc49f740867d076c94696b639aeef2	287c447f2a6acb1c48e3c5b67d9bc5ced12ec6e5	2026-08-12T17:23:49+02:00	ClGratton	unverified-project-generated	MISSING	MISSING	MISSING	MISSING
app/src/main/res/drawable-nodpi/onboarding_welcome.png	1448	1086	3b02426e80f7b4f61abc2c427b48a322903028a2ad79067073c07993eb0fa3d6	287c447f2a6acb1c48e3c5b67d9bc5ced12ec6e5	2026-08-12T17:23:49+02:00	ClGratton	unverified-project-generated	MISSING	MISSING	MISSING	MISSING
app/src/main/res/drawable-nodpi/x3_astronaut_crop.png	528	792	5d34066a21a8b418a7747f63574209ff083899fc087e164646477aa6973ddd44	9e5c99560db91e5935109567b285fe9e2de3883b	2026-07-22T17:21:55+02:00	ClGratton	derived-from-art_astronaut_landscape	MISSING	MISSING	MISSING	MISSING
app/src/main/res/drawable-nodpi/x3_lighthouse_crop.png	792	528	f6991176b09210a7495fb17cfd475fb4701eeeefea3f2d59fba91724a03c3749	9e5c99560db91e5935109567b285fe9e2de3883b	2026-07-22T17:21:55+02:00	ClGratton	derived-from-art_lighthouse_full	MISSING	MISSING	MISSING	MISSING
docs/assets/concept-astronaut-reference.png	322	328	a6ac124ff885545bb5b100946b091d151a893ffbecfd5d9d60ae525d59d7a5a8	9e5c99560db91e5935109567b285fe9e2de3883b	2026-07-22T17:21:55+02:00	ClGratton	unverified-concept-reference	MISSING	MISSING	MISSING	MISSING
docs/assets/concept-lighthouse-reference.png	346	156	44de21a4625a68efe90d617980e60b32664023e3141912d257c02151f6e109c0	9e5c99560db91e5935109567b285fe9e2de3883b	2026-07-22T17:21:55+02:00	ClGratton	unverified-concept-reference	MISSING	MISSING	MISSING	MISSING
